fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
9.997795804917148;0.3719438810963391;0.5168336713421966;2.248897902458574;0.0704388776219267;5.8777552438535645;16.0;0.9960676957354287;3.1763326573156068;0.6675551048770713;11.658316432890174;8
8.0;0.57;0.23;3.2;0.073;17.0;119.0;0.99675;3.26;0.57;9.3;5
8.068454536641326;0.7972301659969844;0.1791272715521769;4.643504141845826;0.1166295864617201;3.586942143418986;14.586942143418986;0.9984673818146564;3.3295669427897217;0.5522818178880442;9.671752070922912;3
11.6;0.44;0.64;2.1;0.059;5.0;15.0;0.998;3.21;0.67;10.2;6
8.0;0.38;0.06;1.8;0.078;12.0;49.0;0.99625;3.37;0.52;9.9;6
8.8;0.41;0.64;2.2;0.093;9.0;42.0;0.9986;3.54;0.66;10.5;5
9.7;0.69;0.32;2.5;0.088;22.0;91.0;0.9979;3.29;0.62;10.1;5
9.57775931911429;0.7705327043634009;0.3059747047541502;2.6090061357863927;0.1545809909605988;5.391543181374148;14.042284093129258;0.9992120592729404;3.285293818039728;0.5751839546076192;9.418012271572788;3
7.4857829087826016;1.105225749788039;0.0971565817565204;3.146205546456544;0.0863554272804349;5.0;12.035542728043495;0.9958426512736522;3.5353794453543457;0.5989337181586951;11.1928914543913;4
11.6;0.42;0.53;3.3;0.105;33.0;98.0;1.001;3.2;0.95;9.2;5
6.8;0.48;0.08;1.8;0.074;40.0;64.0;0.99529;3.12;0.49;9.6;5
6.6;0.735;0.02;7.9;0.122;68.0;124.0;0.9994;3.47;0.53;9.9;5
6.5;0.88;0.03;5.6;0.079;23.0;47.0;0.99572;3.58;0.5;11.2;4
7.1;0.47;0.0;2.2;0.067;7.0;14.0;0.99517;3.4;0.58;10.9;4
7.1;0.875;0.05;5.7;0.082;3.0;14.0;0.99808;3.4;0.52;10.2;3
6.7;1.04;0.08;2.3;0.067;19.0;32.0;0.99648;3.52;0.57;11.0;4
8.6;0.37;0.65;6.4;0.08;3.0;8.0;0.99817;3.27;0.58;11.0;5
7.991295629008357;0.7191295629008357;0.0043481748396656;2.2391095096200586;0.0790433213221504;11.347773774050149;23.130365032066862;0.9976582350618648;3.33434416418351;0.5947934200296364;9.513036503206688;4
7.786853943810316;1.0181867939640183;0.0677289313213394;2.7772893132133945;0.0802629211237936;5.0;12.717134859525787;0.9961227106867866;3.461115165452163;0.5928286514047421;11.12828651404742;4
8.4;0.56;0.04;2.0;0.082;10.0;22.0;0.9976;3.22;0.44;9.6;5
9.0;0.66;0.17;3.0;0.077;5.0;13.0;0.9976;3.29;0.55;10.4;5
7.6;0.43;0.29;2.1;0.075;19.0;66.0;0.99718;3.4;0.64;9.5;5
10.7;0.35;0.53;2.6;0.07;5.0;16.0;0.9972;3.15;0.65;11.0;8
9.0;0.58;0.25;2.0;0.104;8.0;21.0;0.99769;3.27;0.72;9.6;5
7.9;0.54;0.34;2.5;0.076;8.0;17.0;0.99235;3.2;0.72;13.1;8
7.88596009238387;0.8779295322944226;0.1199371723167845;1.986588369216025;0.0768776283097564;22.64627138495941;48.810980615360045;0.9972900546184928;3.323231356924797;0.6085960092383871;9.737803876927993;3
10.39244043724197;0.6114759146337108;0.4883080978589169;2.1046797293264;0.1995824241524135;5.003599791789538;15.982001041052309;0.999398272099941;3.1611519333726523;0.6294960291494647;8.4093594586528;3
8.1;0.725;0.22;2.2;0.072;11.0;41.0;0.9967;3.36;0.55;9.1;5
8.9;0.595;0.41;7.9;0.086;30.0;109.0;0.9998;3.27;0.57;9.3;5
