fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
9.9;0.35;0.55;2.1;0.062;5.0;14.0;0.9971;3.26;0.79;10.6;5
7.8;0.735;0.08;2.4;0.092;10.0;41.0;0.9974;3.24;0.71;9.8;6
6.407717607215041;0.5386437200808449;0.0895369435670976;3.872216614025856;0.122043016705335;13.96912957113984;31.0;0.9967691295711398;3.5001543521443006;0.6662955485367809;11.006174085772033;4
7.426169757098304;1.236685270269149;0.0;3.9686751111932383;0.1022339514196606;5.0;13.345756072542414;0.9963592382346956;3.612989657886103;0.5216811700311876;10.726169757098305;3
10.0;0.73;0.43;2.3;0.059;15.0;31.0;0.9966;3.15;0.57;11.0;5
5.3;0.47;0.11;2.2;0.048;16.0;89.0;0.99182;3.54;0.88;13.5666666666667;7
7.754317285569701;1.1200418309788884;0.0078737174571044;3.915367008073061;0.0918820836528821;5.393685872855222;12.818942381434333;0.9975133512250242;3.5709471190717164;0.5203157063572389;10.818105761856566;3
7.3;0.67;0.05;3.6;0.107;6.0;20.0;0.9972;3.4;0.63;10.1;5
8.7;0.625;0.16;2.0;0.101;13.0;49.0;0.9962;3.14;0.57;11.0;5
7.591218259695323;0.3551497452661278;0.3467664968440853;1.7279441614068087;0.0629560912984766;3.838324842204263;12.720558385931913;0.9957652690441828;3.2635329936881705;0.9854289382320842;10.475050743915748;8
7.4;0.36;0.3;1.8;0.074;17.0;24.0;0.99419;3.24;0.7;11.4;8
8.130524346455388;0.5243572764905272;0.3556427235094728;2.508233012373407;0.0755060192575955;7.753009628797797;16.917669876265933;0.9927493011001102;3.1958834938132967;0.7142368913386152;12.927106740158456;8
6.8;0.815;0.0;1.2;0.267;16.0;29.0;0.99471;3.32;0.51;9.8;3
8.9;0.43;0.45;1.9;0.052;6.0;16.0;0.9948;3.35;0.7;12.5;6
8.5;0.21;0.52;1.9;0.09;9.0;23.0;0.99648;3.36;0.67;10.4;5
6.8;0.61;0.2;1.8;0.077;11.0;65.0;0.9971;3.54;0.58;9.3;5
8.94186651969965;0.7270925370544221;0.2955822026266199;3.690691069418565;0.1478606816135026;4.116282739211909;15.116282739211908;0.9988167466078798;3.266046071294571;0.5813955506566549;9.195345534709285;3
9.838348833668396;0.6327696418783083;0.4186551221146337;2.0544607162433834;0.1814806912723092;5.151797612522056;15.392809549911776;0.998883888117425;3.219201068883602;0.63;8.635286299409186;3
8.1;0.38;0.48;1.8;0.157;5.0;17.0;0.9976;3.3;1.05;9.4;5
7.4;1.185;0.0;4.25;0.097;5.0;14.0;0.9966;3.63;0.54;10.7;3
7.3;0.98;0.05;2.1;0.061;20.0;49.0;0.99705;3.31;0.55;9.7;3
7.3;0.38;0.21;2.0;0.08;7.0;35.0;0.9961;3.33;0.47;9.5;5
8.4;0.37;0.43;2.3;0.063;12.0;19.0;0.9955;3.17;0.81;11.2;7
8.562148905340402;0.7287281265093761;0.2422954744843053;1.5671143552792506;0.1961469294311046;13.797313868324498;35.60805839502651;0.9969457264236506;3.294301995130452;0.532026861316755;9.5063085157766;3
7.9;0.32;0.51;1.8;0.341;17.0;56.0;0.9969;3.04;1.08;9.2;6
11.7;0.49;0.49;2.2;0.083;5.0;15.0;1.0;3.19;0.43;9.2;5
9.0;0.82;0.05;2.4;0.081;26.0;96.0;0.99814;3.36;0.53;10.0;5
7.7;0.69;0.05;2.7;0.075;15.0;27.0;0.9974;3.26;0.61;9.1;5
7.801098403337921;0.9201914808919256;0.1211236443447371;2.1;0.0834686058270874;17.575330306429414;43.66572667414472;0.9974298649186594;3.2857533030642943;0.5629315716990432;9.489861959890549;3
7.2;0.37;0.32;2.0;0.062;15.0;28.0;0.9947;3.23;0.73;11.3;7
6.8;0.64;0.1;2.1;0.085;18.0;101.0;0.9956;3.34;0.52;10.2;5
10.4;0.55;0.23;2.7;0.091;18.0;48.0;0.9994;3.22;0.64;10.3;6
8.3;0.65;0.1;2.9;0.089;17.0;40.0;0.99803;3.29;0.55;9.5;5
10.6;0.36;0.59;2.2;0.152;6.0;18.0;0.9986;3.04;1.05;9.4;5
8.0;0.33;0.53;2.5;0.091;18.0;80.0;0.9976;3.37;0.8;9.6;6
10.7;0.9;0.34;6.6;0.112;23.0;99.0;1.00289;3.22;0.68;9.3;5
7.924710787576475;0.974652553498824;0.0293822303105881;4.1193043238117575;0.0833745179792941;5.061776968941186;11.938223031058811;0.9986572975513036;3.4549807191717647;0.4993822303105881;10.74980719171765;3
7.5;0.77;0.2;8.1;0.098;30.0;92.0;0.99892;3.2;0.58;9.2;5
7.7;0.43;0.25;2.6;0.073;29.0;63.0;0.99615;3.37;0.58;10.5;6
15.0;0.21;0.44;2.2;0.075;10.0;24.0;1.00005;3.07;0.84;9.2;7
11.6;0.53;0.66;3.65;0.121;6.0;14.0;0.9978;3.05;0.74;11.5;7
8.15516980600679;0.5842067922402716;0.183930565081222;2.284135844805431;0.0811218112640724;17.0;44.280452816018105;0.9967402264080092;3.3072875475595023;0.4971033961201357;9.171033961201358;4
6.7739695862854825;0.7720200577713908;0.02;1.873969586285482;0.0782773859485705;6.0;11.953769008571571;0.996134994494971;3.54676383060001;0.6235276612000203;9.998542540999846;3
8.0;0.705;0.05;1.9;0.074;8.0;19.0;0.9962;3.34;0.95;10.5;6
10.446219004943664;0.3402391924978332;0.5358564845013001;2.639043230008668;0.0719521615004333;5.195216150043335;16.195216150043336;0.9970438270799652;3.15;0.7027083605117005;11.136651305030334;8
7.2;0.62;0.06;2.7;0.077;15.0;85.0;0.99746;3.51;0.54;9.5;5
9.372656760330338;0.3914794762396769;0.5051123142561939;1.9363283801651687;0.0708295895247935;6.659179049587077;16.0;0.9950596590260328;3.199775371487612;0.6831835809917415;12.244384287190307;8
8.0;0.62;0.35;2.8;0.086;28.0;52.0;0.997;3.31;0.62;10.8;5
7.9;0.54;0.34;2.5;0.076;8.0;17.0;0.99235;3.2;0.72;13.1;8
6.893367474506375;0.8458112665871039;0.0093367474506375;1.368061454111476;0.2285326005033732;16.746939796051006;32.734698980255025;0.9951469597806898;3.3181326505098725;0.5174693979605101;9.781326505098724;3
11.0;0.2;0.48;2.0;0.343;6.0;18.0;0.9979;3.3;0.71;10.5;5
8.1;0.78;0.23;2.6;0.059;5.0;15.0;0.997;3.37;0.56;11.3;5
9.98013662844614;0.3223129472479284;0.546612231651243;2.710748211008286;0.0755374105504143;5.553741055041432;16.55374105504143;0.9967570071559668;3.15;0.7995100848611865;11.387618738529;8
7.1;0.755;0.15;1.8;0.107;20.0;84.0;0.99593;3.19;0.5;9.5;5
10.1;0.31;0.35;1.6;0.075;9.0;28.0;0.99672;3.24;0.83;11.2;7
10.6;0.36;0.6;2.2;0.152;7.0;18.0;0.9986;3.04;1.06;9.4;5
9.1;0.29;0.33;2.05;0.063;13.0;27.0;0.99516;3.26;0.84;11.7;7
9.150893850783929;0.6606394384817327;0.3313297594239044;1.9987211230365347;0.1588132567015241;5.3375962565448845;14.649614973820462;0.9982521727277474;3.291662540052505;0.63;8.92327419764457;3
7.055122822109018;0.5122311303527756;0.1757197408036171;3.101947300509419;0.0706731576683647;26.46951763818136;47.69390352763627;0.9957477561411054;3.47591447085456;0.5277561411054509;10.367315766836471;4
7.1;0.65;0.18;1.8;0.07;13.0;40.0;0.997;3.44;0.6;9.1;5
8.2;0.28;0.4;2.4;0.052;4.0;10.0;0.99356;3.33;0.7;12.8;7
8.6;0.645;0.25;2.0;0.083;8.0;28.0;0.99815;3.28;0.6;10.0;6
11.9;0.38;0.49;2.7;0.098;12.0;42.0;1.0004;3.16;0.61;10.3;5
7.5;0.705;0.24;1.8;0.36;15.0;63.0;0.9964;3.0;1.59;9.5;5
7.7;0.63;0.08;1.9;0.076;15.0;27.0;0.9967;3.32;0.54;9.5;6
6.7;0.75;0.12;2.0;0.086;12.0;80.0;0.9958;3.38;0.52;10.1;5
10.5;0.26;0.47;1.9;0.078;6.0;24.0;0.9976;3.18;1.04;10.9;7
7.5;0.52;0.42;2.3;0.087;8.0;38.0;0.9972;3.58;0.61;10.5;6
5.2;0.32;0.25;1.8;0.103;13.0;50.0;0.9957;3.38;0.55;9.2;5
7.1;0.875;0.05;5.7;0.082;3.0;14.0;0.99808;3.4;0.52;10.2;3
8.5;0.18;0.51;1.75;0.071;45.0;88.0;0.99524;3.33;0.76;11.8;7
7.1;0.43;0.17;1.8;0.082;27.0;51.0;0.99634;3.49;0.64;10.4;5
8.9;0.22;0.48;1.8;0.077;29.0;60.0;0.9968;3.39;0.53;9.4;6
7.4;0.64;0.17;5.4;0.168;52.0;98.0;0.99736;3.28;0.5;9.5;5
12.0;0.28;0.49;1.9;0.074;10.0;21.0;0.9976;2.98;0.66;9.9;7
7.1;0.46;0.14;2.8;0.076;15.0;37.0;0.99624;3.36;0.49;10.7;5
7.4;1.185;0.0;4.25;0.097;5.0;14.0;0.9966;3.63;0.54;10.7;3
7.0;0.735;0.05;2.0;0.081;13.0;54.0;0.9966;3.39;0.57;9.8;5
10.158399564990296;0.3867514580899442;0.4932485419100558;2.580657127321082;0.071160572360735;5.58028618036754;16.19342872678918;0.9962618706750724;3.159671436339459;0.6635400108752426;11.406200326257276;8
5.4;0.42;0.27;2.0;0.092;23.0;55.0;0.99471;3.78;0.64;12.3;7
9.9;0.59;0.07;3.4;0.102;32.0;71.0;1.00015;3.31;0.71;9.8;5
9.3;0.39;0.44;2.1;0.107;34.0;125.0;0.9978;3.14;1.22;9.5;5
9.5;0.59;0.44;2.3;0.071;21.0;68.0;0.9992;3.46;0.63;9.5;5
8.0;0.42;0.17;2.0;0.073;6.0;18.0;0.9972;3.29;0.61;9.2;6
9.031043027065202;0.3899283213708023;0.4320934280140794;1.789891253075591;0.0746317352337449;35.393475184535475;77.08304491388344;0.994045341087979;3.1077261464323143;0.6718413238312753;12.0422392432337;8
8.3;0.625;0.2;1.5;0.08;27.0;119.0;0.9972;3.16;1.12;9.1;4
6.2;0.785;0.0;2.1;0.06;6.0;13.0;0.99664;3.59;0.61;10.0;4
