fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
9.8;0.66;0.39;3.2;0.083;21.0;59.0;0.9989;3.37;0.71;11.5;7
10.6;0.36;0.57;2.3;0.087;6.0;20.0;0.99676;3.14;0.72;11.1;7
9.1;0.36;0.39;1.8;0.06;21.0;55.0;0.99495;3.18;0.82;11.0;7
11.0;0.3;0.58;2.1;0.054;7.0;19.0;0.998;3.31;0.88;10.5;7
10.596946578806676;0.3359655073117653;0.5679163143168031;2.1258128362520994;0.0660650269001679;9.33842236865554;29.0;0.9972236754414168;3.0098275365588263;0.7977438508756297;10.356403728109257;8
9.4;0.3;0.56;2.8;0.08;6.0;17.0;0.9964;3.15;0.92;11.7;8
6.4064675537307405;0.3860507831858097;0.3466975385588837;2.775982098610064;0.0687297986093632;17.06004475347484;43.695145448793234;0.9944159373451352;3.540554139696423;0.7981986573957548;13.418013426042451;8
9.939886532542102;0.3737535458580593;0.5157478724851644;2.219943266271051;0.0704750709171611;5.950141834322372;16.0;0.995974317033724;3.178504255029671;0.6690028366864474;11.712606375741778;8
10.924019019017797;0.4508085585580082;0.5822711044374858;3.57074908241045;0.0759738405071412;5.373365031696327;17.12009509508898;0.9977973840507142;3.176135552218743;0.6649346012678531;11.896076076071184;8
10.882772109710356;0.4322474493696606;0.5726468255990833;3.392012475411547;0.0748739229256095;5.304620182850595;16.913860548551785;0.997687392292561;3.1713234127995418;0.6621848073140237;11.731088438841429;8
9.1;0.4;0.5;1.8;0.071;7.0;16.0;0.99462;3.21;0.69;12.5;8
10.7;0.35;0.53;2.6;0.07;5.0;16.0;0.9972;3.15;0.65;11.0;8
10.746021536193366;0.3707096912870151;0.540738358445119;2.799426656837924;0.0712272409651564;5.076702560322278;16.230107680966835;0.9973227240965156;3.15536917922256;0.6530681024128911;11.184086144773469;8
10.57241452319534;0.3362835154400604;0.5660536952796462;2.124904241599828;0.0659923393279861;9.379309128007767;29.0;0.9972055944078366;3.011417577200302;0.7974712724799482;10.363218188001294;8
